,tide
2013-01-11 11:00:00,-4.239163398742676
2013-01-12 11:00:00,-2.9238626956939697
2013-01-13 11:00:00,-1.057004690170288
2013-01-14 11:00:00,0.9176225066184998
2013-01-15 11:00:00,2.5959599018096924
2013-01-16 11:00:00,3.697298526763916
2013-01-17 11:00:00,4.094970703125
2013-01-18 11:00:00,3.804713726043701
2013-01-19 11:00:00,2.9507243633270264
2013-01-20 11:00:00,1.72526216506958
2013-01-21 11:00:00,0.34869855642318726
2013-01-22 11:00:00,-0.9677999019622803
2013-01-23 11:00:00,-2.052888870239258
2013-01-24 11:00:00,-2.791461944580078
2013-01-25 11:00:00,-3.1214964389801025
2013-01-26 11:00:00,-3.0157101154327393
2013-01-27 11:00:00,-2.463866710662842
2013-01-28 11:00:00,-1.4747307300567627
2013-01-29 11:00:00,-0.1054522767663002
2013-01-30 11:00:00,1.4953882694244385
2013-01-31 11:00:00,3.0633087158203125
2013-02-01 11:00:00,4.247488021850586
2013-02-02 11:00:00,4.690444469451904
2013-02-03 11:00:00,4.17073392868042
2013-02-04 11:00:00,2.7050373554229736
2013-02-05 11:00:00,0.587802529335022
2013-02-06 11:00:00,-1.6749929189682007
2013-02-07 11:00:00,-3.518439769744873
2013-02-08 11:00:00,-4.498507499694824
2013-02-09 11:00:00,-4.42609167098999
2013-02-10 11:00:00,-3.4040446281433105
2013-02-11 11:00:00,-1.7612916231155396
2013-02-12 11:00:00,0.07716233283281326
2013-02-13 11:00:00,1.7239781618118286
2013-02-14 11:00:00,2.916465997695923
2013-02-15 11:00:00,3.538020133972168
2013-02-16 11:00:00,3.588853597640991
2013-02-17 11:00:00,3.138596773147583
2013-02-18 11:00:00,2.289386034011841
2013-02-19 11:00:00,1.160295009613037
2013-02-20 11:00:00,-0.11355643719434738
2013-02-21 11:00:00,-1.3806039094924927
2013-02-22 11:00:00,-2.479802370071411
2013-02-23 11:00:00,-3.254824638366699
2013-02-24 11:00:00,-3.5710501670837402
2013-02-25 11:00:00,-3.333559036254883
2013-02-26 11:00:00,-2.5090205669403076
2013-02-27 11:00:00,-1.1535414457321167
2013-02-28 11:00:00,0.5605922937393188
2013-03-01 11:00:00,2.342862367630005
2013-03-02 11:00:00,3.8013744354248047
2013-03-03 11:00:00,4.555356502532959
2013-03-04 11:00:00,4.339914321899414
2013-03-05 11:00:00,3.1201283931732178
2013-03-06 11:00:00,1.1386202573776245
2013-03-07 11:00:00,-1.1333972215652466
2013-03-08 11:00:00,-3.1342356204986572
2013-03-09 11:00:00,-4.3888936042785645
2013-03-10 11:00:00,-4.653997421264648
2013-03-11 11:00:00,-3.9725818634033203
2013-03-12 11:00:00,-2.6226024627685547
2013-03-13 11:00:00,-0.9915206432342529
2013-03-14 11:00:00,0.5610435009002686
2013-03-15 11:00:00,1.7940360307693481
2013-03-16 11:00:00,2.60247802734375
2013-03-17 11:00:00,2.9758079051971436
2013-03-18 11:00:00,2.9376232624053955
2013-03-19 11:00:00,2.507399082183838
2013-03-20 11:00:00,1.7023805379867554
2013-03-21 11:00:00,0.5693447589874268
2013-03-22 11:00:00,-0.7813420295715332
2013-03-23 11:00:00,-2.16513729095459
2013-03-24 11:00:00,-3.345959186553955
2013-03-25 11:00:00,-4.083959579467773
2013-03-26 11:00:00,-4.191274642944336
2013-03-27 11:00:00,-3.5804238319396973
2013-03-28 11:00:00,-2.2968409061431885
2013-03-29 11:00:00,-0.5310044884681702
2013-03-30 11:00:00,1.3957141637802124
2013-03-31 11:00:00,3.079310178756714
2013-04-01 11:00:00,4.126524448394775
2013-04-02 11:00:00,4.228976726531982
2013-04-03 11:00:00,3.3166911602020264
2013-04-04 11:00:00,1.5737906694412231
2013-04-05 11:00:00,-0.5857192873954773
2013-04-06 11:00:00,-2.6341941356658936
2013-04-07 11:00:00,-4.092533111572266
2013-04-08 11:00:00,-4.675349235534668
2013-04-09 11:00:00,-4.3602614402771
2013-04-10 11:00:00,-3.3563311100006104
2013-04-11 11:00:00,-1.9936225414276123
2013-04-12 11:00:00,-0.5910397171974182
2013-04-13 11:00:00,0.6358761787414551
2013-04-14 11:00:00,1.593056559562683
2013-04-15 11:00:00,2.2608749866485596
2013-04-16 11:00:00,2.6248106956481934
2013-04-17 11:00:00,2.6331403255462646
2013-04-18 11:00:00,2.208723783493042
2013-04-19 11:00:00,1.3061074018478394
2013-04-20 11:00:00,-0.02254210039973259
2013-04-21 11:00:00,-1.5937834978103638
2013-04-22 11:00:00,-3.114091396331787
2013-04-23 11:00:00,-4.249838829040527
2013-04-24 11:00:00,-4.718209266662598
2013-04-25 11:00:00,-4.366189479827881
2013-04-26 11:00:00,-3.215024948120117
2013-04-27 11:00:00,-1.4630755186080933
2013-04-28 11:00:00,0.548957109451294
2013-04-29 11:00:00,2.4029009342193604
2013-04-30 11:00:00,3.689962148666382
2013-05-01 11:00:00,4.113936424255371
2013-05-02 11:00:00,3.54785418510437
2013-05-03 11:00:00,2.124691963195801
2013-05-04 11:00:00,0.18628115952014923
2013-05-05 11:00:00,-1.800085186958313
2013-05-06 11:00:00,-3.3790230751037598
2013-05-07 11:00:00,-4.2411627769470215
2013-05-08 11:00:00,-4.300488471984863
2013-05-09 11:00:00,-3.6845357418060303
2013-05-10 11:00:00,-2.6475014686584473
2013-05-11 11:00:00,-1.4529763460159302
2013-05-12 11:00:00,-0.28515708446502686
2013-05-13 11:00:00,0.7722063064575195
2013-05-14 11:00:00,1.6904089450836182
2013-05-15 11:00:00,2.423314094543457
2013-05-16 11:00:00,2.8610048294067383
